Streaking,Unnaturalness,NoiseVisual,DGM Dissimilarity to GT,WMGM Dissimilarity to GT,CALC Dissimilarity to GT,VEINS Dissimilarity to GT,mean visual,rmse,rmse_detrend,rmse_detrend_Tissue,rmse_detrend_Blood,rmse_detrend_DGM,DeviationFromLinearSlope,CalcStreak,DeviationFromCalcMoment,DeviationFromLinearSlope (Log),SSIM,XSIM,HFEN,CC,MI,MAD,GXE,SSIM_detrend,XSIM_detrend,HFEN_detrend,MAD_detrend,GXE_detrend,Offset,Submission Identifier,Number of submission in Stage 2,Sim1,Sim2,Full name of the algorithm,Preferred Acronym,Algorithm-type,Does your algorithm incorporate information derived from magnitude images?,Regularization terms,Did your algorithm use the provided frequency map or the four individual echo phase images?,Publication-ready description of the reconstruction technique,Publications that describe the algorithm,Algorithm publicly available?,"If your algorithm is not yet publicly available, would you be willing to make it available at the end of the challenge?",Specific information about this solution,"Herewith, I permit the QSM Challenge committee  to publish my uploaded files (calculated maps) after the completion of the challenge."
2.3333333,2.6666667,1.6666666,0.8333333,1,1,1,2.2222223,72.58553,97.98682,122.3406,158.2631,49.7019,0.1500023,0.1103224,30.7157,0.08574111,0.97843309718057,0.488089337071714,54.271156,0.70775086,0.31637883,68.058167,149.56903,0.972255488716399,0.455076432703341,58.642044,69.132339,125.82213,-3.32E-10,x9BSs71ISS_2,0,x9BSs71ISS_Sim1_Step1_2.nii,x9BSs71ISS_Sim2_Step1_2.nii,Dictionary Learning Based Quantitative Susceptibility Mapping,DL-SEU,Spatial-domain iterative reconstruction,Yes,"L1, L2",Frequency map,"The DL-SEU algorithm use a dictionary which construct by magnitude infomation and be constrainted by boundary information in qsm reconstruction step，which could imporve fine features such as vessels and achieve a good performence of RMSE, HFEN and SSIM.","The algorithm include two step, in first step, use dictionary to construct an initialize qsm result, and in second step, use initialize qsm to reconstruct finally qsm result.",,Maybe,"We use different paramaters for fidelity item, dictionary item and different block size of dictionary. ",Yes (required)
2.3333333,2.6666667,1.3333334,1,1,1,1,2.1111112,71.49626,95.23802,119.5668,156.8359,47.14634,0.1264666,0.1284916,28.82429,0.08599364,0.978476993787633,0.503968130464304,53.753975,0.71937275,0.30177081,66.559753,148.77951,0.972409253862296,0.47087062212775,58.028397,67.714066,124.99551,1.30E-11,x9BSs71ISS_3,0,x9BSs71ISS_Sim1_Step1_3.nii,x9BSs71ISS_Sim2_Step1_3.nii,Dictionary Learning Based Quantitative Susceptibility Mapping,DL-SEU,Spatial-domain iterative reconstruction,Yes,"L1, L2",Frequency map,"The DL-SEU algorithm use a dictionary which construct by magnitude infomation and be constrainted by boundary information in qsm reconstruction step，which could imporve fine features such as vessels and achieve a good performence of RMSE, HFEN and SSIM.","The algorithm include two step, in first step, use dictionary to construct an initialize qsm result, and in second step, use initialize qsm to reconstruct finally qsm result.",,Maybe,"We use different paramaters for fidelity item, dictionary item and different block size of dictionary. ",Yes (required)
2.5,2.8333333,1.3333334,0.8333333,1,1,1,2.2222223,70.87378,92.756,115.5373,156.9722,44.28701,0.1155998,0.1167508,30.79318,0.090690561,0.97812190710818,0.516010513300997,52.081764,0.72687483,0.32790607,65.579903,149.69754,0.97189712712145,0.481090713478305,56.6465,66.838104,124.57773,-1.64E-10,x9BSs71ISS,1,x9BSs71ISS_Sim1_Step1.nii,x9BSs71ISS_Sim2_Step1.nii,Dictionary Learning Based Quantitative Susceptibility Mapping,DL-SEU,Spatial-domain iterative reconstruction,Yes,"L1, L2",Frequency map,"The DL-SEU algorithm use a dictionary which construct by magnitude infomation and be constrainted by boundary information in qsm reconstruction step，which could imporve fine features such as vessels and achieve a good performence of RMSE, HFEN and SSIM.","The algorithm include two step, in first step, use dictionary to construct an initialize qsm result, and in second step, use initialize qsm to reconstruct finally qsm result.",,Maybe,"We use different paramaters for fidelity item, dictionary item and different block size of dictionary. ",Yes (required)
1.5,1.6666666,1.8333334,0.16666669,0,0.16666669,0.6666666,1.6666666,63.80828,69.81731,79.14616,144.2,37.7592,0.03743303,0.06824724,8.172245,0.12666687,0.927494963295388,0.597614178070534,44.637398,0.81849462,0.44533882,60.411171,155.57867,0.925443013082139,0.617142140057041,47.520344,53.899918,119.55698,-8.43E-12,xb9nMRY4gj,0,xb9nMRY4gj_Sim1_Step1.nii,xb9nMRY4gj_Sim2_Step1.nii,Total Variation with L1 fidelity term,TVL1,Spatial-domain iterative reconstruction,Yes,Total-Variation,Frequency map,"Total variation deconvolution with fidelity term posed with L1 norm. TV term utilizes a mask based on magnitude gradients, fidelity term -- a mask based on magnitude. ",Might be published with modifications,,Yes,"regularization_parameter = 0.001, magn gradient threshold: 0.03 (magnitude denoised before differentiation, TV with lambda=1e-2),  fidelity weights: magnitude SNR threshold: 3. ",Yes (required)
1.8333334,2,1.6666666,1,0.5,1,0.8333333,1.8333334,82.04158,90.66779,107.1184,149.8958,49.90735,0.04119796,0.1327225,34.23429,0.21343583,0.878590553338628,0.44380728264726,72.749222,0.73960698,0.42297733,86.636047,122.88013,0.910642471606944,0.50555550714579,62.691483,68.02269,86.468887,-8.14E-17,XpRqBm7C3f,2,XpRqBm7C3f_Sim1_Step1.nii,XpRqBm7C3f_Sim2_Step1.nii,iterative Tikhonov (using alternative field map),iterTik,Spatial-domain iterative reconstruction,Yes,L2,,"A field map was calculated from the multi-echo, complex images using non-linear field fitting [1] and Laplacian phase unwrapping [2]. Susceptibility mapping was performed using iterative fitting in image space with Tikhonov regularisation (α = 0.05) [3,4] and inverse noise weighting (the noise map was obtained as an output of the non-linear fitting function [5]). Finally, the susceptibility map was scaled using the point-spread function of the Tikhonov kernel similarly to [2].","This implementation of the iterative Tikhonov algorithm will be published and disseminated soon.

[1] Liu T, Wisnieff C, Lou M, ChenW, Spincemaille P,Wang Y. Nonlinear formulation of the magnetic field to source relationship for robust quantitative susceptibility mapping. Magnetic Resonance in Medicine 2013;69(2):467–476.
[2] Schweser F, Deistung A, Sommer K, Reichenbach JR. Toward online reconstruction of quantitative susceptibility maps: Superfast dipole inversion. Magnetic Resonance in Medicine 2013;69(6):1581–1593.
[3] Kressler B, de Rochefort L, Liu T, Spincemaille P, Jiang Q,Wang Y. Nonlinear regularization for per voxel estimation of magnetic susceptibility distributions from MRI field maps. IEEE Transactions on Medical Imaging 2010;29(2):273.
[4] Wang Y, Liu T. Quantitative susceptibility mapping (QSM): decoding MRI data for a tissue magnetic biomarker. Magnetic Resonance in Medicine 2015;73(1):82–101.
[5] Cornell MRL, MEDI toolbox: http://weill.cornell.edu/mri/pages/qsm.html;. \url{http://weill.cornell.edu/mri/pages/qsm.html}.",,Yes,I used an alternative field map calculated using non-linear fitting and Laplacian phase unwrapping.,Yes (required)
1.5,2.1666667,1.1666666,0.16666669,0,0.5,0.6666666,1.6111112,68.65831,82.22108,106.9926,134.1711,37.63092,0.1057758,0.04476076,16.91037,0.12456825,0.976401042333564,0.465104834594835,45.14196,0.72382909,0.33927518,83.425552,118.39154,0.97332668416574,0.490751480986155,45.346512,74.528091,93.765579,-2.06E-10,YTQ7SppYwF_1,0,YTQ7SppYwF_Sim1_Step1_1.nii,YTQ7SppYwF_Sim2_Step1_1.nii,DeepQSM,MBLDeepQSM,Deep Learning,No,None or does not apply,Individual echo phase images,Identical to LGIHWjPyfo.,Identical to LGIHWjPyfo.,,Maybe,Identical to LGIHWjPyfo but trained with less gaussian noise added to the frequency map.,Yes (required)
1.5,2,1,0.3333333,0,0.3333333,0.8333333,1.5,71.41409,85.87093,114.4253,134.9817,39.43613,0.1153626,0.04814203,11.83654,0.14105198,0.97565941342162,0.472724600163496,45.591301,0.72242403,0.33281904,82.803314,119.10381,0.972390102920864,0.496206112475171,45.992424,73.598801,91.714745,1.86E-10,YTQ7SppYwF,1,YTQ7SppYwF_Sim1_Step1.nii,YTQ7SppYwF_Sim2_Step1.nii,DeepQSM,MBLDeepQSM,Deep Learning,No,None or does not apply,Individual echo phase images,Identical to LGIHWjPyfo.,Identical to LGIHWjPyfo.,,Maybe,Identical to LGIHWjPyfo but trained with less gaussian noise added to the frequency map.,Yes (required)
0.16666667,1.6666666,0.16666667,0.8333333,1,0.3333333,0.8333333,0.6666667,56.31911,65.23742,83.72839,109.8132,28.85899,0.01127079,0.05949117,21.56845,0.076748818,0.923788605722874,0.547521507299508,52.101357,0.83747566,0.43228626,57.515659,70.699127,0.93742040985014,0.580368301537136,49.154125,55.728653,69.75177,3.59E-10,YwJFmu4fpT,0,YwJFmu4fpT_Sim1_Step1.nii,YwJFmu4fpT_Sim2_Step1.nii,N/A,N/A,Deep Learning,No,None or does not apply,Both,"These submissions are computed using variational networks [1,2]. All networks were trained using an L1 loss function, with ADAMW used for optimization with step size and weight decay parameters of 3e-4 and 1e-5 respectively. 179 high-resolution 3D images were used for training and 40 images for testing [3]. Initial susceptibility maps were computed using an LSMR solver using either 1) 5 iterations early exiting when computed without magnitude 2) 1e-3 stopping tolerance and mean of magnitude as damping parameter when using magnitude. Susceptibility maps were computed for each echo as well as the frequency map. The final result was the mean of these maps.","[1] Kobler E, Klatzer T, Hammernik K, Pock T. Variational networks: connecting variational methods and deep learning. InGerman conference on pattern recognition 2017 Sep 13 (pp. 281-293). Springer, Cham. [2] Hammernik K, Klatzer T, Kobler E, Recht MP, Sodickson DK, Pock T, Knoll F. Learning a variational network for reconstruction of accelerated MRI data. Magnetic resonance in medicine. 2018 Jun;79(6):3055-71. [3] Abstract 035: Proximal variational networks: generalizable deep networks for solving the dipole-inversion problem",,Yes,Variational network using a residual block as influence functions instead of radial basis functions.,Yes (required)
1.6666666,1.3333334,1.5,0,0.3333333,0.6666666,0.5,1.5,74.68857,87.69167,116.794,138.1512,41.91212,0.09445354,0.04911915,14.61234,0.16107412,0.963843807093082,0.434937213710166,51.113197,0.71517622,0.36236778,87.426292,146.3262,0.958783554336793,0.474687698828838,50.665169,74.787369,105.64372,-5.66E-11,ZCxt9nZeKM,0,ZCxt9nZeKM_Sim1_Step1.nii,ZCxt9nZeKM_Sim2_Step1.nii,DeepQSM,MBLDeepQSM,Deep Learning,No,None or does not apply,Individual echo phase images,Identical to OGggRA8FeM.,Identical to OGggRA8FeM.,,Maybe,Identical to OGggRA8FeM but with 16 Kernels in the first layer of the U-Net.,Yes (required)
2.8333333,2.5,2,1,0.5,0.8333333,0.8333333,2.4444444,102.2297,87.246,105.7748,152.1043,54.39055,0.2961674,0.1310059,22.99315,0.30843726,0.918398363334182,0.430688134387088,82.45517,0.7534107,0.40633842,98.631729,196.98154,0.923516353352613,0.521885901501386,60.606209,64.650391,103.26078,-3.71E-17,zSKb53P9XH,1,zSKb53P9XH_Sim1_Step1.nii,zSKb53P9XH_Sim2_Step1.nii,truncated k-space division (using provided field map),TKD,Closed-form direct solution,No,None or does not apply,,Susceptibility mapping was performed using truncated k-space division with δ = 2/3 [1] and correction for susceptibility underestimation using the point-spread function [2].,"This implementation of TKD including the PSF correction is planned to be disseminated soon.
[1] Shmueli K, de Zwart JA, van Gelderen P, Li TQ, Dodd SJ, Duyn JH. Magnetic susceptibility mapping of brain tissue in vivo using MRI phase data. Magnetic Resonance in Medicine 2009;62(6):1510–1522.
[2] Schweser F, Deistung A, Sommer K, Reichenbach JR. Toward online reconstruction of quantitative susceptibility maps: Superfast dipole inversion. Magnetic Resonance in Medicine 2013;69(6):1581–1593.",Previous version of TKD (without PSF correction): http://pre.weill.cornell.edu/mri/pages/qsmreview.html,Yes,,Yes (required)
0,0,0.16666667,0.16666669,0.16666669,0.16666669,0.16666669,0.055555556,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,GT,GT,GT,GT,GT,GT,GT,,,,,,,,,
